Word	Difficulty
rnas	3.23801
up	3.23801
rnai	3.23801
heterogeneous	3.23801
highlight	3.23801
similar	3.23801
storing	3.23801
associated	3.23801
lys	3.23801
lps	3.23801
tomography	1.619005
kidney	1.91336933333
hemodynamic	3.23801
amounts	1.47149
entity	3.23801
application	3.23801
branhamella	3.23801
department	3.23801
users	3.23801
developmental	1.56673333333
endocrine	1.34947
calcifications	3.23801
prepared	3.23801
glomerular	1.634025
generated	2.73537
allowing	3.23801
suppression	3.23801
fossa	2.35475
structure	3.23801
lymphoma	1.07933666667
correlated	3.23801
e	3.23801
valved	3.23801
age	3.23801
required	3.23801
syringomyelia	0.735745
presenting	3.23801
at	3.23801
requires	3.23801
having	3.23801
partial	3.23801
tetralogy	3.23801
illustrates	3.23801
results	3.23801
gg	3.23801
gc	3.23801
ga	1.47149
tumours	0.74329
rigidity	1.09061
hepatosplenic	3.23801
monomer	3.23801
haemophillus	1.47149
stably	3.23801
young	3.23801
radiological	3.23801
stable	3.23801
include	3.23801
random	3.23801
assay	3.23801
iliac	1.22745
periorbital	3.23801
wave	1.47149
inhibiting	3.23801
electron	3.23801
matsuda	3.23801
promise	3.23801
artery	1.5285125
continued	3.23801
targeting	3.23801
shock	1.47149
fewer	1.47149
noted	3.23801
hullin	3.23801
smaller	3.23801
bleeding	2.35475
antigen	1.68299
sensation	0.769435
fold	3.23801
acid	1.47149
depression	1.09061
plays	3.23801
apparatus	3.23801
methylpyrazine	3.23801
hereditary	3.23801
cell	3.04652809524
evoked	2.06033
indian	3.23801
volatile	3.23801
sixth	3.23801
;	3.23801
exercise	1.619005
rhamnosus	3.23801
body	0.89044
proliferation	3.23801
led	3.23801
degree	3.23801
respectively	2.15867333333
sutures	3.23801
catheterization	3.23801
preeclampsia	0.79636
38	2.15867333333
respiration	1.47149
cts	1.619005
32	3.23801
30	3.23801
suggests	3.23801
preferentially	3.23801
resulting	3.23801
gene	2.15867333333
untranslated	3.23801
outcomes	3.23801
anomalies	0.247763333333
clockwise	1.47149
apd	1.22745
standing	2.45548666667
use	3.23801
from	3.23801
remains	3.23801
few	3.23801
doubt	3.23801
examination	3.23801
secretions	3.23801
on	3.13987
trait	1.75310333333
congestive	1.47149
infection	1.47149
methylbutanal	3.23801
transient	2.56782333333
normalized	3.23801
rabbit	3.23801
nonreactive	1.47149
baby	3.23801
resection	1.03711
practicing	3.23801
this	3.18280625
taguchi	3.23801
urethral	1.09061
crossed	3.23801
metastases	0.67079
control	3.23801
desorption	3.23801
hyperpigmented	0.68018
high	2.73329
pulling	3.23801
bones	3.23801
confirmed	3.23801
tumor	1.014825
syndrome	2.69834166667
scarring	1.47149
six	3.23801
occipital	3.23801
delay	3.23801
venous	3.23801
palates	1.619005
lesion	0.72029
abuse	0.545305
fatigue	0.76033
demonstrating	3.23801
marrow	1.47149
prostate	1.6526475
monoxide	3.23801
ambiguous	3.23801
volunteers	3.23801
produces	3.23801
phalanges	0.324215
sydenham	3.23801
including	3.23801
138	3.23801
operative	3.23801
superior	3.23801
longitudinal	2.64917
labor	0.79636
thrombocythemia	1.09061
permanent	3.23801
covered	3.23801
histological	3.23801
2010	3.23801
2012	3.23801
physicians	3.23801
greater	3.23801
frontal	1.28105
practice	3.23801
fallot	3.23801
cystostomy	3.23801
p17	3.23801
front	3.23801
rotation	1.47149
mmhg	3.23801
furnace	3.23801
profound	3.23801
university	3.23801
identified	2.15867333333
sufficiently	3.23801
bicuspid	1.03711
experienced	3.23801
homogeneous	3.23801
micrograms	3.23801
radiographic	3.23801
related	2.35475
frequency	2.35475
nondeletional	3.23801
measure	3.23801
82	3.23801
83	3.23801
85	3.23801
category	3.23801
'	3.23801
cerebral	1.32736
valve	1.77074333333
electronics	3.23801
cause	3.23801
red	3.23801
pathophysiological	3.23801
immunohistochemistry	3.23801
arthroscopy	1.619005
approaches	3.23801
usual	3.23801
regulatory	3.23801
interaction	3.23801
g	1.942806
could	3.23801
times	3.23801
length	3.23801
electroencephalographic	3.23801
derivations	3.23801
facilitate	3.23801
south	3.23801
arterial	0.896235
widely	3.23801
itching	0.64843
saci	3.23801
threadwire	3.23801
improving	3.23801
placental	1.0170475
calcaneum	3.23801
reached	3.23801
quality	3.23801
endemic	3.23801
promoter	2.15867333333
management	3.23801
publication	3.23801
data	3.23801
sep	2.15867333333
system	3.23801
relations	3.23801
their	3.23801
basilar	1.03711
ankle	2.81014
final	3.23801
circulate	3.23801
staphylococci	3.23801
academy	3.23801
completed	3.23801
environmental	3.23801
manipulation	3.23801
lobe	0.67079
congenital	3.23801
observed	3.23801
ureteral	3.23801
isolation	3.23801
aspiration	3.23801
hemiplegia	3.23801
patients	2.59200638889
amplitude	1.47149
pertussis	0.79636
descriptions	3.23801
postanoxic	0.70186
methicillin	3.23801
delineated	3.23801
have	3.23801
need	3.23801
demonstration	3.23801
clearly	3.23801
angle	3.23801
57	3.23801
femoral	3.23801
caval	2.35475
screen	3.23801
able	3.23801
septal	0.70186
alterna	3.23801
which	3.23801
intraclass	3.23801
persistence	3.23801
firefly	3.23801
who	3.23801
connected	1.47149
cloned	3.23801
intrinsic	1.47149
dorsal	3.23801
volume	2.35475
reapproximation	3.23801
placement	3.23801
inappropriate	3.23801
hydrocephalus	1.47149
disease	2.87823111111
face	3.23801
isotypes	2.35475
mechanical	3.23801
selection	3.23801
deviation	3.23801
answered	1.47149
supported	3.23801
rotating	3.23801
fear	3.23801
principal	3.23801
antiserum	3.23801
based	3.23801
knowledge	3.23801
mucinosis	1.22745
noteworthy	3.23801
subperiosteal	1.73009
controls	2.15867333333
should	3.23801
terminal	3.23801
unheated	3.23801
inferior	2.06033
peptide	3.23801
hindiii	3.23801
epidermoid	3.23801
likert	3.23801
biosynthetic	3.23801
joint	2.15867333333
datasets	3.23801
words	1.47149
sinus	1.22745
areas	1.33278
processes	3.23801
course	3.23801
nosography	3.23801
thalamic	3.23801
qi	1.47149
levoatrial	1.04189666667
computed	3.23801
national	3.23801
correlations	3.23801
we	3.23801
freeze	3.23801
p24	3.23801
p27	1.619005
p21	3.23801
enhanced	1.47149
electrode	3.23801
creating	3.23801
pattern	1.5452475
distractor	3.23801
state	2.4285075
identification	2.15867333333
correctly	1.47149
membrane	2.61506235294
antituberculous	3.23801
kidneys	1.619005
comparable	3.23801
importance	3.23801
streptococci	3.23801
renovascular	0.70186
neonatal	3.23801
efficiency	3.23801
preglomerular	1.47149
key	3.23801
problem	3.23801
drug	3.23801
subthalamic	3.23801
strains	3.23801
transplantation	3.23801
estimation	3.23801
inflammatory	1.09061
co	3.23801
cm	3.23801
colonisation	0.76033
doxycycline	3.23801
vena	2.06033
pulmonary	1.24644666667
ct	3.23801
asphyxia	1.47149
addition	3.23801
validating	3.23801
genetic	1.03711
outflow	1.47149
treat	3.23801
enlarging	0.67079
anomaly	3.23801
define	3.23801
describe	3.23801
controlled	3.23801
dimethylpyrazine	2.15867333333
sufficient	3.23801
clusters	3.23801
granulomatous	1.47149
gross	1.01065
general	3.23801
present	3.23801
novel	3.23801
appearance	3.23801
as	3.23801
value	3.23801
plicata	3.23801
will	3.23801
extracts	3.23801
periods	3.23801
mutant	3.23801
molecular	3.23801
thus	3.23801
surprisingly	3.23801
surface	1.619005
monospecific	3.23801
recipients	3.23801
cross	3.23801
parts	3.23801
infarction	0.539603333333
difficult	3.23801
intravascular	1.01065
anterolateral	3.23801
frequently	3.23801
judgment	3.23801
diabetes	3.23801
polymorphism	3.23801
off	0.89044
p11	3.23801
i	3.23801
well	3.23801
patterns	3.23801
tenax	3.23801
diphtheria	1.47149
comparisons	3.23801
fetal	1.69740833333
orthopaedic	2.80853
increasingly	3.23801
not	3.10212384615
sarcoidosis	0.613725
purified	3.23801
ampicillin	3.23801
conjugates	3.23801
density	0.76033
absorption	3.23801
sky	0.89044
ectopic	3.23801
golgi	3.23801
arrest	1.31329
c18	3.23801
nephrectomy	1.07933666667
stakeholders	3.23801
resolved	3.23801
tests	3.23801
cuneiform	3.23801
increased	1.47149
five	3.23801
facial	2.37175333333
loss	1.47149
necessary	3.23801
like	2.52221
admitted	3.23801
become	3.23801
lymphogranuloma	3.23801
replacement	3.23801
polyhydramnios	0.79636
because	3.23801
sequence	3.23801
phenomena	2.23273
library	3.23801
growth	2.79638
sphingolipid	3.23801
choosing	3.23801
recommendation	3.23801
supportive	3.23801
recognition	3.23801
lead	2.22857
broad	1.47149
bursts	1.47149
mutation	3.23801
octen	3.23801
demonstrated	2.87823111111
noise	3.23801
lipid	3.23801
analysed	1.619005
paediatric	3.23801
pressure	2.06033
although	3.23801
fluorescent	3.23801
p31	1.619005
stage	0.74329
gained	3.23801
about	3.23801
rare	1.619005
carried	3.23801
hydrops	0.778345
myeloid	3.23801
previously	3.23801
homogenates	3.23801
assess	3.23801
chronic	2.58084714286
lung	2.90291666667
female	2.531402
additional	3.23801
adolescent	3.23801
1988	3.23801
polycythemia	2.064225
describes	3.23801
rcc	1.22745
function	2.178098
urothelial	1.22745
stomatitis	0.64843
north	3.23801
hr	3.23801
but	3.23801
intracranial	3.23801
repeated	3.23801
lowered	1.47149
insertions	3.23801
hf	2.575565
made	3.23801
acetyl	3.23801
whether	3.23801
cells	1.99262153846
variations	3.23801
ligamentous	3.23801
graphite	3.23801
infants	3.23801
demonstrate	3.23801
distribution	2.914209
spectrometry	3.23801
minutes	3.23801
recognize	3.23801
tissues	1.09061
slowing	3.23801
persistent	3.23801
disinhibition	3.23801
epithelial	3.23801
hematological	1.4848725
suprapubic	3.23801
compared	2.69834166667
variety	3.23801
42	3.23801
43	3.23801
40	3.23801
other	3.23801
out	3.23801
conclusion	3.23801
traumatic	1.09061
hageman	3.23801
enlargement	0.89044
pathways	3.23801
vein	0.848135714286
pseudokidney	0.79636
dysphasia	1.47149
lasted	3.23801
diagnosis	3.23801
rural	3.23801
silica	3.23801
ischaemic	1.47149
compromised	3.23801
