Token,theta
resistance,
and,
glomerular,
hydrostatic,
pressure,
in,
each,
kidney,
.,
Renal,
plasma,
flow,
and,
glomerular,
filtration,
rates,
were,
lower,
in,
the,
stenotic,
kidney,
(,
83,
+,
/,
-,
12,
",",
19,
+,
/,
-,
2,
ml,
/,
min,
/,
m2,
),
than,
in,
the,
contralateral,
kidney,
(,
170,
+,
/,
-,
19,
",",
43,
+,
/,
-,
4,
),
.,
Preglomerular,
arteriolar,
resistance,
was,
elevated,
due,
to,
the,
stenotic,
lesion,
in,
the,
stenotic,
kidney,
(,
30,
",",
900,
+,
/,
-,
4,
",",
500,
dyns,
.,
sec,
.,
cm,
-,
5,
),
while,
the,
elevation,
in,
the,
contralateral,
kidney,
(,
11,
",",
300,
+,
/,
-,
1,
",",
000,
),
was,
less,
.,
Postglomerular,
arteriolar,
resistance,
was,
high,
in,
both,
kidneys,
.,
Glomerular,
pressure,
was,
lowered,
in,
the,
stenotic,
kidney,
(,
54,
+,
/,
-,
1,
mmHg,
),
",",
while,
elevated,
in,
the,
contralateral,
kidney,
(,
71,
+,
/,
-,
3,
),
.,
Although,
the,
stenotic,
kidney,
of,
RVH,0.11680123278185511
was,
protected,
from,
systemic,
hypertension,-0.9578861235573489
(,
138,
+,
/,
-,
6,
mmHg,
),
by,
stenosis,
of,
the,
renal,
artery,
",",
the,
increase,
in,
preglomerular,
arteriolar,
resistance,
in,
the,
contralateral,
kidney,
was,
not,
sufficient,
",",
making,
glomerular,
pressure,
elevated,
.,
Thus,
",",
glomerular,
hypertension,-1.127694480588336
and,
hyperfiltration,
were,
demonstrated,
in,
the,
contralateral,
kidney,
of,
RVH,0.14578119299549494
.,
Paget,1.1909600972661338
',1.147885424460378
s,1.2199962971338265
disease,1.1431193476012091
complicated,
by,
hydrocephalus,-0.6909663247893462
and,
syringomyelia,-0.4266538051888885
.,
The,
authors,
report,
a,
case,
of,
Paget,0.8395956540918845
',0.7679985808828722
s,0.8848976588723939
disease,0.8155792943757083
involving,
the,
skull,
with,
the,
rare,
but,
severe,
complications,
of,
hydrocephalus,-0.6813576996988642
and,
syringomyelia,-0.41594464885456217
related,
to,
basilar,
impression,
.,
Complications,
of,
Paget,0.9384499712251235
',0.8342194687764504
s,0.9917784312197184
disease,0.8787847199892203
of,
the,
skull,
are,
briefly,
discussed,
and,
current,
treatment,
strategies,
outlined,
.,
Hemiplegia,1.2005541658991266
vegetativa,1.1351898492776027
alterna,1.2439984457104916
(,
ipsilateral,0.9515550681109598
Horner,1.072882564188098
',1.131287929378083
s,1.2322312856543594
syndrome,1.226661396065483
and,
contralateral,
hemihyperhidrosis,-0.5307196205694295
),
following,
proximal,
posterior,
cerebral,
artery,
occlusion,
.,
BACKGROUND,
:,
Posterior,1.1775832206664643
cerebral,1.0583936315663913
artery,1.0934933306253811
(,
PCA,1.2662918814320039
),
occlusive,1.1528340246342204
disease,1.2696810180533973
usually,
produces,
homonymous,-1.5277474342962871
visual,-1.606212921499014
field,-1.6281499034007054
defects,-1.5884843915299005
",",
hemisensory,-1.334757391793568
loss,-1.3892074848499352
",",
and,
neuropsychological,-1.3442333400590338
deficits,-1.3422632154300156
.,
Conversely,
",",
the,
combination,
of,
hemiparesis,
",",
Horner,
',
s,
syndrome,
",",
and,
contralateral,
hemihyperhidrosis,
has,
never,
been,
reported,
before,
.,
CASE,
DESCRIPTION,
:,
A,
patient,
with,
infarction,
in,
the,
superficial,
and,
deep,
territories,
of,
the,
right,
PCA,
presented,
with,
a,
unique,
clinical,
picture,
",",
which,
included,
contralateral,
hemiparesis,
",",
hemihyperhidrosis,
",",
and,
ipsilateral,
Horner,
',
s,
syndrome,
.,
Magnetic,
resonance,
imaging,
disclosed,
infarcts,
in,
the,
right,
anterolateral,
midbrain,
",",
ventroposterolateral,
thalamic,
-,
subthalamic,
area,
",",
and,
temporo,
-,
occipital,
lobes,
.,
CONCLUSIONS,
:,
The,
alternating,
vegetative,
syndrome,
(,
hemiplegia,1.1305939969507528
vegetativa,
alterna,
),
observed,
in,
this,
patient,
supports,
the,
hypothesis,
of,
the,
existence,
of,
an,
uncrossed,
excitatory,
and,
a,
crossed,
inhibitory,
hypothalamospinal,
sympathetic,
pathway,
.,
Erythema,-0.7096222969801828
multiforme,-0.7432032223549273
minor,
following,
vaccination,
with,
paediatric,
vaccines,
.,
We,
present,
2,
cases,
of,
erythema,-0.7423610851936405
multiforme,-0.7344802759504402
following,
a,
combined,
tetanus,0.12016698013816217
and,
diphtheria,0.11127716516309553
revaccination,
and,
a,
combined,
diphtheria,0.12185542169302793
",",
tetanus,0.16453589216256098
",",
acellular,
pertussis,
inactivated,
polio,
and,
Haemophillus,
influenzae,
type,
B,
vaccine,
respectively,
",",
suggesting,
vaccines,
containing,
diphtheria,
and,
tetanus,
toxoids,
as,
a,
potential,
precipitating,
factor,
to,
erythema,-0.7100218697518524
multiforme,-0.736988046314713
.,
Subperiosteal,0.3927298784901569
osteoid,0.3961318721898637
osteoma,0.34180329347122224
of,
the,
distal,
phalanx,
of,
the,
thumb,
.,
Osteoid,0.44933310512934055
osteomas,0.43798363045799693
have,
been,
subgrouped,
into,
subperiosteal,
",",
cancellous,
",",
and,
cortical,
.,
The,
occurrence,
of,
subperiosteal,0.33777629223076894
osteoid,
osteoma,
of,
the,
hand,
is,
rare,
.,
The,
location,
in,
the,
distal,
phalanx,
of,
the,
thumb,
has,
not,
been,
described,
.,
The,
case,
reported,
illustrates,
the,
unusual,
presentation,
and,
radiographic,
features,
of,
subperiosteal,0.4803301625181439
osteoid,0.4583550331368834
osteoma,0.46166613318965527
.,
Relief,
of,
factitious,-0.9804541622787993
coarctation,-0.9509533074900838
following,
occlusion,
of,
large,
patent,
ductus,
arteriosus,
with,
Gianturco,
-,
Grifka,
vascular,
occluder,
.,
We,
report,
an,
infant,
with,
a,
large,
patent,-0.4690076901624777
ductus,-0.4552231825302769
arteriosus,-0.4562238135894915
(,
PDA,
),
and,
a,
hypoplastic,-1.071716564234338
aortic,-1.0781062676310944
isthmus,
presenting,
with,
factitious,-0.9915306836862913
coarctation,-0.9492722662425116
due,
to,
high,
ductal,
flow,
.,
Following,
transcatheter,
occlusion,
of,
the,
PDA,
with,
a,
Gianturco,
-,
Grifka,
vascular,
occluder,
",",
the,
aortic,
gradient,
resolved,
",",
thereby,
eliminating,
the,
need,
for,
surgery,
on,
the,
isthmus,
.,
Coexisting,
central,
diabetes,1.2131927194006709
insipidus,1.3083944734018584
and,
psychogenic,
polydipsia,0.121088833676861
.,
A,
chronic,
schizophrenic,
patient,
is,
described,
in,
whom,
central,
diabetes,1.1698710114224233
insipidus,1.1882855405059225
and,
psychogenic,
polydipsia,0.1555203569814923
coexisted,
.,
A,
possible,
relationship,
between,
psychogenic,
polydipsia,0.16158573907992027
and,
failure,
of,
vasopressin,
release,
is,
hypothesized,
.,
Lung,
neoplasm,-0.22063538524448684
mimicking,
an,
acute,
lateral,
myocardial,-0.09214144242206378
infarction,-0.09361948457677786
.,
Involvement,
of,
the,
heart,
and,
pericardium,
by,
cancer,1.0666072703260936
is,
not,
uncommon,
",",
with,
metastases,
being,
more,
frequent,
than,
primary,
cardiac,
neoplasms,-0.08413030386582379
.,
We,
present,
a,
case,
of,
a,
metastatic,
lung,1.1574417917373798
cancer,1.157235376214579
for,
which,
the,
primary,
manifestation,
was,
chest,
pain,
mimicking,
an,
acute,
myocardial,-0.20238017813654863
infarction,-0.22328001247110027
.,
Analysis,
of,
rotaviral,1.0899483126222573
gastroenteritis,0.5115054255356134
in,
Tbilisi,
.,
Electrophoretypes,
of,
107,
rotaviral,
isolates,
collected,
in,
Tbilisi,
for,
18,
months,
revealed,
seven,
patterns,
from,
which,
4,
were,
"""",
long,
"""",
and,
3,
"""",
short,
"""",
.,
The,
"""",
long,
"""",
electrophoretypes,
represented,
74,
.,
8,
%,
of,
total,
number,
of,
the,
isolates,
analysed,
.,
One,
of,
the,
"""",
long,
"""",
electrophoretypes,
dominated,
for,
the,
whole,
investigation,
period,
.,
Differences,
in,
the,
seasonal,
distribution,
of,
the,
isolates,
with,
various,
electrophoretypes,
were,
demonstrated,
and,
appearance,
of,
rotaviral,
isolates,
was,
registered,
with,
a,
"""",
short,
"""",
electrophoretype,
which,
had,
never,
been,
detected,
before,
.,
Radioimmunoassay,
of,
human,
Hageman,
factor,
(,
factor,
XII,
),
.,
A,
secific,
",",
sensitive,
",",
and,
reproducible,
radioimmunoassay,
for,
human,
Hageman,
factor,
(,
HF,
",",
factory,
XII,
),
has,
been,
developed,
with,
purified,
human,
HF,
and,
monospecific,
rabbit,
antibody,
.,
Precise,
measurements,
of,
HF,
antigen,
were,
possible,
for,
concentrations,
as,
low,
as,
0,
.,
1,
%,
of,
that,
in,
normal,
pooled,
plasma,
.,
A,
good,
correlation,
(,
correlation,
co,
-,
efficient,
=,
0,
.,
82,
),
existed,
between,
the,
titers,
of,
HF,
measured,
by,
clot,
-,
promoting,
assays,
and,
radioimmunoassays,
among,
42,
normal,
adults,
.,
Confirming,
earlier,
studies,
",",
HF,
antigen,
was,
absent,
in,
Hageman,
trait,
plasma,
",",
but,
other,
congenital,
deficient,
plasmas,
",",
including,
those,
of,
individuals,
with,
Fletcher,
trait,
and,
Fitzgerald,
trait,
",",
contained,
normal,
amounts,
of,
HF,
antigen,
.,
HF,
antigen,
was,
reduced,
in,
the,
plasmas,
of,
patients,
with,
disseminated,
intravascular,
coagulation,
or,
advanced,
liver,
cirrhosis,
",",
but,
it,
was,
normal,
in,
those,
of,
patients,
with,
chronic,0.5472940990005715
renal,0.4840094264146791
failure,0.4598682431310453
or,
patients,
under,
treatment,
with,
warfarin,
.,
HF,
antigen,
was,
detected,
by,
this,
assay,
in,
plasmas,
of,
primates,
",",
but,
not,
detectable,
in,
plasmas,
of,
11,
nonprimate,
mammalian,
and,
one,
avian,
species,
.,
Progressive,
facial,-0.33056572954156976
hemiatrophy,-0.3161961951454665
after,
epileptic,0.432074800845939
seizures,-0.21852723480682257
.,
Intractable,
complex,
partial,
seizures,-0.08102491606089746
developed,
in,
a,
3,
-,
year,
-,
old,
female,
with,
normal,
intracranial,
findings,
on,
computed,
tomography,
.,
Frontal,
paramedian,
band,
-,
like,
depression,
of,
the,
skin,
gradually,
developed,
thereafter,
",",
and,
progressive,
facial,0.9484827844837654
hemiatrophy,1.0130866812610604
(,
Parry,1.1900303164663024
-,1.1307298778271022
Romberg,1.1842797537768572
syndrome,1.33926475006636
),
was,
diagnosed,
.,
Computed,
tomography,
scanning,
at,
5,
years,
of,
age,
revealed,
multiple,
parenchymal,-2.4508116866445553
calcifications,-2.3989668395782955
and,
low,
-,
density,
areas,
in,
the,
white,
matter,
of,
the,
frontoparietal,
lobes,
.,
Epileptic,0.13997899750117926
seizures,-0.3357924974068413
",",
one,
of,
the,
major,
neurologic,
complications,
of,
progressive,
facial,0.9478002316079401
hemiatrophy,1.058876784263737
",",
could,
precede,
the,
succeeding,
neurocutaneous,
changes,
.,
Blood,
lead,
levels,
in,
a,
remote,
",",
unpolluted,
rural,
area,
in,
South,
Africa,
.,
The,
whole,
-,
blood,
lead,
levels,
of,
14,
-,
16,
-,
year,
-,
olds,
in,
a,
remote,
",",
unpolluted,
rural,
area,
(,
Wupperthal,
",",
north,
-,
western,
Cape,
Province,
),
were,
determined,
.,
Graphite,
-,
furnace,
atomic,
absorption,
spectrometry,
was,
used,
to,
analyse,
lead,
levels,
.,
The,
mean,
whole,
-,
blood,
lead,
level,
was,
found,
to,
be,
3,
",",
4,
micrograms,
/,
dl,
.,
This,
value,
should,
also,
be,
considered,
to,
be,
representative,
of,
the,
natural,
',
background,
',
whole,
-,
blood,
lead,
level,
of,
South,
Africans,
.,
The,
A,
-,
O,
femoral,
distractor,
for,
ankle,
arthroscopy,
.,
Arthroscopy,
of,
the,
ankle,
is,
a,
well,
established,
technique,
for,
the,
evaluation,
of,
ankle,
pain,-0.6400076723166799
or,
dysfunction,-0.6117527181694237
.,
Using,
the,
A,
-,
O,
femoral,
distractor,
with,
pins,
in,
the,
distal,
tibia,
and,
calcaneum,
",",
respectively,
",",
we,
were,
able,
to,
provide,
distraction,
for,
easy,
visualization,
and,
operative,
manipulation,
within,
the,
ankle,
joint,
comparable,
with,
that,
obtained,
with,
commercially,
available,
ankle,
distractors,
.,
Broad,
band,
spectral,
EEG,
parameters,
correlated,
with,
different,
IQ,
measurements,
.,
The,
relationship,
of,
IQ,
(,
measured,
by,
WAIS,
and,
all,
its,
subscales,
),
and,
EEG,
broad,
band,
spectral,
parameters,
were,
studied,
in,
40,
right,
-,
handed,
",",
male,
volunteers,
ranging,
in,
age,
from,
20,
to,
25,
years,
old,
.,
EEGs,
were,
recorded,
in,
20,
derivations,
during,
rest,
with,
eyes,
opened,
.,
The,
results,
obtained,
reveal,
positive,
and,
negative,
correlations,
with,
abundant,
frontal,
participation,
in,
all,
bands,
.,
Mean,
frequency,
data,
show,
a,
frequency,
shift,
in,
a,
very,
narrow,
range,
suggesting,
that,
more,
relations,
in,
narrow,
band,
could,
be,
achieved,
.,
These,
results,
highlight,
the,
need,
of,
psychological,
tests,
that,
measure,
more,
homogeneous,
abilities,
and,
finer,
measurement,
technique,
to,
reveal,
clearly,
explainable,
correlations,
and,
demonstrate,
that,
EEG,
recordings,
do,
reflect,
intellectual,
abilities,
.,
A,
case,
of,
area,
-,
specific,
stimulus,
-,
sensitive,
postanoxic,
myoclonus,-0.34827934895769225
.,
The,
authors,
report,
a,
case,
of,
area,
-,
specific,
stimulus,
-,
sensitive,
postanoxic,
myoclonus,-0.35730403644405234
and,
discuss,
possible,
pathophysiology,
.,
A,
71,
-,
year,
-,
old,
man,
sustained,
cardiorespiratory,-0.19640260097035137
arrest,-0.2009893549334756
that,
lasted,
10,
minutes,
and,
remained,
unresponsive,
.,
On,
the,
first,
EEG,
obtained,
8,
hours,
after,
the,
arrest,
there,
was,
no,
cerebral,
electrical,
activity,
before,
stimulation,
of,
the,
trigeminal,
-,
innervated,
areas,
.,
Periorbital,
stimulation,
was,
associated,
with,
bursts,
of,
spike,
-,
wave,
activity,
and,
generalized,
myoclonic,
jerks,
",",
whereas,
other,
types,
of,
stimulation,
did,
not,
elicit,
any,
response,
.,
A,
second,
EEG,
obtained,
32,
hours,
later,
showed,
a,
nonreactive,
alpha,
coma,
pattern,
.,
The,
patient,
died,
7,
days,
after,
the,
arrest,
.,
Area,
-,
specific,
stimulus,
-,
sensitive,
postanoxic,
myoclonus,-0.35994806445768424
is,
very,
rare,
.,
The,
regularity,
of,
generalized,
bursts,
of,
spike,
-,
wave,
activity,
(,
cortical,
response,
),
in,
response,
to,
stimulation,
of,
trigeminal,
-,
innervated,
areas,
suggests,
that,
the,
resting,
EEG,
electrocerebral,
silence,
may,
have,
been,
a,
result,
of,
cortical,
suppression,
with,
disinhibition,
of,
stimulus,
-,
sensitive,
brainstem,
-,
generated,
myoclonus,-0.3257950615367305
.,
On,
the,
clinical,
entity,
in,
audiology,
:,
(,
central,
),
auditory,
processing,
and,
speech,
recognition,
in,
noise,
disorders,
.,
BACKGROUND,
:,
The,
area,
of,
(,
central,
),
auditory,0.39698020871415457
processing,0.5046559099145217
disorder,0.5478849820992975
[,
(,
C,
),
APD,
],
is,
highly,
controversial,
.,
This,
controversy,
is,
fueled,
in,
part,
by,
multiple,
ambiguous,
descriptions,
of,
this,
condition,
.,
The,
American,
Speech,
-,
Language,
and,
Hearing,
Association,
and,
the,
American,
Academy,
of,
Audiology,
state,
that,
(,
C,
),
APD,
is,
a,
clinical,
entity,
",",
but,
other,
sources,
say,
that,
this,
is,
questionable,
.,
The,
clinical,
entity,
is,
a,
concept,
used,
to,
define,
the,
nature,
of,
a,
disorder,
in,
order,
to,
facilitate,
diagnosis,
and,
intervention,
.,
Nosography,
is,
the,
study,
of,
the,
systematic,
description,
of,
diseases,
and,
disorders,
.,
The,
work,
in,
the,
field,
of,
nosography,
by,
physicians,
Thomas,
Sydenham,
and,
Otto,
Guttentag,
is,
reviewed,
.,
PURPOSE,
:,
The,
Sydenham,
-,
Guttentag,
criteria,
for,
the,
clinical,
entity,
are,
presented,
as,
a,
framework,
for,
the,
conceptualization,
of,
disorders,
in,
the,
field,
of,
audiology,
.,
This,
paper,
discusses,
central,
auditory,
processing,
and,
speech,
recognition,
-,
in,
-,
noise,
disorders,
in,
reference,
to,
these,
criteria,
.,
Haemostatic,-1.0903992542350338
abnormalities,-1.0666329044374956
in,
hepatosplenic,1.1451088605475979
schistosomiasis,1.3238586114358588
mansoni,
.,
Hepatosplenic,1.1605826198255929
schistosomiasis,1.1747990205046117
is,
a,
complex,
immuno,
-,
regulatory,
disease,
and,
is,
major,
health,
problem,
in,
endemic,
countries,
.,
Acute,
bleeding,-1.5498555139882646
is,
one,
of,
its,
most,
serious,
complications,
and,
often,
life,
-,
threatening,
.,
Clinical,
studies,
have,
demonstrated,
that,
the,
patients,
with,
hepatosplenic,1.1170929185930838
schistosomiasis,1.2020410995149227
are,
prone,
to,
develop,
complex,
haemostatic,-1.1042909950112294
abnormalities,-1.1004155836902125
that,
may,
be,
linked,
to,
the,
potential,
risk,
of,
bleeding,-1.2687295532871552
from,
ruptured,
esophageal,-0.8535637949181342
varices,-0.8425467636781547
in,
these,
patients,
.,
The,
deficit,
in,
haemostatic,
parameters,
is,
more,
pronounced,
with,
the,
advancement,
of,
the,
disease,
and,
is,
maximal,
in,
the,
patients,
with,
experience,
of,
haematomesis,
.,
Evidences,
of,
enhanced,
generation,
of,
thrombin,
and,
plasmin,
indicate,
the,
presence,
of,
low,
-,
grade,
DIC,
in,
advanced,
hepatosplenic,
schistosomiasis,
",",
which,
is,
considered,
as,
a,
principal,
cause,
of,
haemostatic,
abnormalities,
in,
this,
endemic,
disease,
.,
Demonstration,
of,
procoagulant,
expression,
in,
peripheral,
blood,
monocytes,
of,
the,
patients,
and,
in,
the,
livers,
",",
spleens,
and,
intestines,
of,
S,
.,
mansoni,
-,
infected,
mice,
suggest,
their,
possible,
implication,
in,
the,
causation,
of,
DIC,
in,
S,
.,
mansoni,
infections,
.,
Moreover,
",",
because,
in,
vitro,
analysis,
indicates,
a,
participation,
of,
immune,
mechanisms,
in,
the,
localized,
procoagulant,
expression,
",",
it,
seems,
likely,
that,
the,
immune,
responses,
to,
schistosomes,
play,
a,
major,
role,
in,
the,
pathogenic,
mechanisms,
of,
haemostatic,
abnormalities,
in,
hepatosplenic,
schistosomiasis,
.,
Squamous,
-,
cell,
carcinoma,
of,
the,
pleura,
.,
There,
are,
few,
reports,
of,
primary,
malignant,-0.4739318479500664
tumours,-0.8602397557472409
of,
the,
pleura,
other,
than,
mesothelioma,1.1432120560861097
.,
Reports,
of,
squamous,0.7158676404198661
-,0.7063533314534074
cell,0.7219929693499931
carcinoma,0.7732445205935695
of,
the,
pleura,
are,
especially,
rare,
.,
Epidermoid,0.8883934938077412
carcinoma,0.7599472838815912
of,
the,
pleura,
may,
occur,
in,
connection,
with,
persistent,
empyema,-1.0980717987068296
drained,
by,
a,
pleurocutaneous,
fistula,
or,
long,
-,
standing,
extrapleural,
pneumothorax,-0.7466097950191194
without,
fistula,-1.0941298473857228
.,
Far,
-,
field,
somatosensory,
evoked,
potentials,
after,
stimulation,
of,
the,
tibial,
nerve,
.,
In,
21,
normal,
subjects,
",",
far,
-,
field,
somatosensory,
potentials,
were,
recorded,
from,
the,
scalp,
after,
stimulation,
of,
the,
tibial,
nerve,
at,
the,
ankle,
(,
tibial,
SEP,
),
.,
With,
the,
use,
of,
a,
knee,
reference,
contralateral,
to,
the,
side,
of,
stimulation,
",",
the,
tibial,
SEP,
consisted,
of,
three,
major,
positive,
peaks,
",",
P17,
",",
P24,
",",
and,
P31,
",",
and,
three,
additional,
but,
inconsistent,
components,
",",
P11,
",",
P21,
",",
and,
P27,
.,
Presumable,
generator,
sources,
of,
the,
tibial,
SEP,
are,
the,
popliteal,
fossa,
for,
P11,
",",
entry,
to,
the,
sacral,
plexus,
for,
P17,
",",
the,
cauda,
equina,
for,
P21,
",",
entry,
to,
the,
conus,
medullaris,
for,
P24,
",",
the,
rostral,
spinal,
cord,
for,
P27,
",",
and,
the,
brainstem,
for,
P31,
.,
Lymphogranuloma,
venereum,0.9167071081139618
of,
the,
tonsil,
.,
A,
case,
of,
lymphogranuloma,1.0053580636657686
venereum,0.7416140065439047
of,
the,
tonsillar,
lymph,
tissue,
is,
presented,
.,
The,
similarities,
of,
tonsils,
to,
cervical,
lymph,
nodes,
are,
discussed,
and,
the,
importance,
of,
histological,
examination,
of,
abnormal,
tonsil,
tissue,
is,
reiterated,
.,
Elevated,
68Ga,
Prostate,
-,
Specific,
Membrane,
Antigen,
Activity,
in,
Metastatic,
Non,1.290962423369056
-,1.0988970662358863
Small,1.2010341106085924
Cell,0.9504943778080287
Lung,0.9745454170543346
Cancer,1.0007060595598014
.,
A,
71,
-,
year,
-,
old,
man,
with,
a,
background,
of,
treated,
stage,
IIIB,
non,1.169289798426753
-,1.218074165844894
small,1.0241682718183753
cell,1.0457973429032368
lung,1.0275263983815506
cancer,1.1187275413733082
was,
referred,
for,
Ga,
prostate,
-,
specific,
membrane,
antigen,
(,
PSMA,
),
PET,
/,
CT,
for,
staging,
of,
prostate,1.0672875709910388
cancer,1.1150569215421546
.,
In,
addition,
to,
the,
PSMA,
uptake,
in,
the,
known,
prostate,0.16444958956441688
malignancy,0.18739079759889524
",",
the,
study,
also,
demonstrated,
increased,
PSMA,
uptake,
in,
an,
enlarging,
left,
lower,
lobe,
lung,
mass,
with,
diffusely,
increased,
PSMA,
uptake,
in,
an,
enlarged,-2.298220062683471
thyroid,-2.398225791633863
gland,-2.5524418523233345
and,
bilateral,
enlarged,-2.221744818375
supraclavicular,-2.19037092884124
lymph,-2.304860736564138
nodes,-2.253743952016008
.,
Fine,
-,
needle,
aspiration,
biopsy,
of,
the,
thyroid,
gland,
and,
a,
left,
supraclavicular,
lymph,
node,
demonstrated,
metastatic,-0.06726948578738878
adenocarcinoma,0.20802667043203335
from,
a,
primary,
lung,1.0376959639687997
cancer,0.9535966395478446
.,
alpha,
-,
Interferon,
in,
hematological,0.2382159328832514
malignancies,0.2615079892193843
.,
Recent,
studies,
have,
generated,
data,
demonstrating,
significant,
clinical,
activity,
of,
alpha,
-,
interferon,
therapy,
in,
each,
of,
six,
hematological,0.21651934126595118
malignancies,0.20708179715429748
",",
chronic,1.0920464389328342
myeloid,1.1676083863069566
leukaemia,1.1302827586772815
",",
essential,
thrombocythemia,0.41171383632554154
",",
polycythemia,1.197581929009014
rubra,
vera,
",",
non,1.1166436162828226
-,1.2166853019250103
Hodgkin,1.1193996649824696
',1.2415738294082086
s,1.1112238679498034
lymphomas,0.9010403361543495
",",
multiple,1.1532692774480329
myelomatosis,0.9932910502362541
and,
hairy,1.1531039829414562
cell,1.0257324088034638
leukaemia,0.9842706288976016
.,
Coexisting,
central,
diabetes,1.1788670805051487
insipidus,1.1910447766559134
and,
psychogenic,
polydipsia,0.12013424086443825
.,
A,
chronic,
schizophrenic,
patient,
is,
described,
in,
whom,
central,
diabetes,1.073857815022578
insipidus,1.2192729783117289
and,
psychogenic,
polydipsia,0.14634023289869988
coexisted,
.,
A,
possible,
relationship,
between,
psychogenic,
polydipsia,0.12939407192205785
and,
failure,
of,
vasopressin,
release,
is,
hypothesized,
.,
A,
rapid,
screen,
of,
the,
severity,
of,
mild,
traumatic,0.40578061068752597
brain,0.41314514410341013
injury,0.40612126080560146
.,
This,
study,
investigated,
the,
sensitivity,
of,
information,
processing,
",",
recall,
and,
orientation,
tasks,
to,
the,
presence,
of,
mild,
Traumatic,0.48332538746674053
Brain,0.4678057487223206
Injury,0.3986655236634556
(,
mTBI,
),
.,
Fifty,
-,
six,
(,
40,
male,
",",
16,
female,
),
mTBI,
patients,
and,
85,
(,
57,
male,
and,
28,
female,
),
controls,
with,
orthopaedic,
injuries,
were,
tested,
within,
24,
hr,
of,
injury,
in,
the,
Department,
of,
Emergency,
Medicine,
.,
mTBI,
patients,
answered,
fewer,
orientation,
questions,
and,
recalled,
fewer,
words,
in,
delayed,
recall,
than,
orthopaedic,
patients,
.,
mTBI,
patients,
judged,
fewer,
sentences,
in,
2,
min,
than,
orthopaedic,
controls,
",",
and,
female,
mTBI,
patients,
judged,
fewer,
sentences,
than,
male,
mTBI,
patients,
.,
Male,
mTBI,
patients,
correctly,
recalled,
fewer,
words,
during,
immediate,
memory,
and,
learning,
than,
female,
mTBI,
patients,
and,
orthopaedic,
controls,
.,
Those,
mTBI,
patients,
with,
a,
history,
of,
previous,
head,
injuries,
did,
not,
perform,
more,
poorly,
than,
those,
mTBI,
patients,
without,
previous,
head,
injuries,
.,
These,
results,
indicate,
that,
tests,
of,
speed,
of,
information,
processing,
",",
word,
learning,
and,
orientation,
questions,
are,
sensitive,
to,
the,
acute,
effects,
of,
mTBI,
.,
An,
A,
gamma,
globin,
promoter,
(,
four,
base,
-,
pair,
deletion,
),
mutant,
shows,
linked,
polymorphic,
changes,
throughout,
the,
A,
gamma,
gene,
.,
The,
A,
gamma,
fetal,
globin,
genes,
from,
a,
large,
Australian,
kindred,
with,
nondeletional,
A,
gamma,
hereditary,
persistence,
of,
fetal,
hemoglobin,
(,
HPFH,
),
were,
cloned,
and,
sequenced,
.,
The,
-,
198,
T,
-,
-,
-,
-,
C,
mutation,
(,
British,
type,
HPFH,
),
was,
demonstrated,
upstream,
of,
the,
A,
gamma,
gene,
on,
one,
allele,
.,
On,
the,
other,
allele,
",",
a,
4,
-,
deletion,
was,
identified,
-,
222,
to,
-,
225,
bp,
upstream,
from,
the,
cap,
site,
.,
The,
4,
-,
bp,
deletion,
allele,
was,
associated,
with,
a,
number,
of,
variations,
in,
the,
A,
gamma,
gene,
sequence,
:,
anA,
gamma,
T,
transition,
",",
in,
the,
second,
exon,
(,
T,
-,
-,
-,
-,
C,
at,
+,
402,
relative,
to,
the,
cap,
site,
),
;,
a,
HindIII,
polymorphism,
in,
the,
second,
intron,
;,
and,
a,
G,
gamma,
-,
like,
sequence,
in,
the,
3,
',
untranslated,
region,
(,
TCAC,
in,
place,
of,
CTCT,
",",
creating,
a,
SacI,
site,
),
.,
An,
association,
between,
the,
-,
222,
to,
-,
225,
deletion,
",",
the,
A,
gamma,
T,
polymorphism,
",",
and,
the,
second,
intron,
HindIII,
polymorphism,
has,
previously,
been,
reported,
.,
In,
addition,
",",
linkage,
of,
the,
HindIII,
polymorphism,
with,
the,
G,
gamma,
-,
like,
sequence,
in,
the,
3,
',
untranslated,
region,
of,
A,
gamma,
has,
also,
been,
described,
.,
The,
case,
described,
here,
is,
unique,
",",
with,
all,
four,
changes,
present,
in,
the,
one,
A,
gamma,
gene,
.,
It,
is,
also,
noteworthy,
because,
there,
is,
simultaneous,
occurrence,
of,
high,
(,
HPFH,
),
and,
low,
(,
-,
222,
to,
-,
225,
deletion,
),
expression,
mutants,
in,
the,
same,
patient,
.,
Despite,
the,
presence,
of,
the,
4,
-,
bp,
deletion,
",",
the,
resulting,
hematological,
phenotype,
remained,
that,
of,
HPFH,
.,
When,
the,
4,
-,
bp,
deletion,
promoter,
was,
studied,
in,
a,
K562,
-,
cell,
transient,
expression,
assay,
",",
there,
was,
found,
to,
be,
no,
statistically,
significant,
reduction,
in,
activity,
compared,
to,
the,
control,
A,
gamma,
promoter,
.,
The,
possible,
reasons,
for,
the,
observed,
differences,
between,
the,
in,
vivo,
and,
in,
vitro,
activity,
of,
this,
mutation,
are,
discussed,
.,
Function,
-,
based,
gene,
identification,
using,
enzymatically,
generated,
normalized,
shRNA,
library,
and,
massive,
parallel,
sequencing,
.,
As,
a,
general,
strategy,
for,
function,
-,
based,
gene,
identification,
",",
an,
shRNA,
library,
containing,
approximately,
