Token,theta
1989,
.,
Digital,
vibrometry,
was,
used,
to,
evaluate,
median,
nerve,
sensibility,
threshold,
at,
each,
of,
the,
time,
periods,
studied,
.,
Analysis,
revealed,
that,
after,
one,
year,
of,
clinical,
practice,
",",
there,
was,
a,
mean,
sensibility,
threshold,
shift,
of,
11,
.,
04,
%,
in,
the,
left,
median,
nerve,
and,
8,
.,
42,
%,
in,
the,
right,
median,
nerve,
as,
measured,
by,
digital,
vibrometry,
.,
Results,
at,
two,
years,
postgraduation,
indicated,
that,
the,
threshold,
shift,
observed,
in,
an,
earlier,
study,
had,
been,
arrested,
.,
The,
reasons,
appeared,
to,
be,
twofold,
:,
(,
1,
),
a,
period,
of,
work,
hardening,
with,
a,
concept,
of,
neuromuscular,
ligamentous,
tissue,0.39962650514150605
hypertrophy,0.5226455517445456
or,
adaptation,
to,
the,
rigors,
of,
dental,
hygiene,
practice,
",",
and,
/,
or,
(,
2,
),
the,
practicing,
dental,
hygienist,
had,
learned,
to,
become,
more,
efficient,
in,
the,
provision,
of,
hygiene,
procedures,
.,
There,
were,
no,
reported,
symptoms,
of,
median,0.39026701220649423
nerve,0.38333725811287483
dysfunction,0.38724256252260725
and,
none,
of,
the,
subjects,
had,
been,
diagnosed,
as,
having,
CTS,-0.9680943408420006
at,
any,
time,
during,
the,
two,
years,
since,
graduation,
.,
Continued,
evaluations,
will,
be,
necessary,
to,
determine,
whether,
the,
observations,
noted,
during,
the,
second,
year,
postgraduation,
evaluation,
indicated,
temporary,
or,
permanent,
slowing,
of,
the,
conditions,
necessary,
for,
the,
development,
of,
CTS,-1.2714702308489345
.,
Split,
intrarenal,
hemodynamics,
in,
renovascular,-0.13271076165823997
hypertension,0.055765884869905906
.,
Split,
intrarenal,
hemodynamics,
in,
stenotic,
and,
contralateral,
kidneys,
of,
unilateral,
renovascular,-0.1285849133848997
hypertension,0.06165782215071275
(,
RVH,-0.1504286229984157
),
were,
estimated,
by,
Gomez,
',
s,
formulae,
.,
Ten,
patients,
with,
RVH,-0.12777476884863478
were,
studied,
.,
Split,
para,
-,
amino,
hippurate,
and,
inulin,
clearances,
were,
measured,
by,
ureteral,
catheterization,
as,
indexes,
for,
renal,
plasma,
flow,
and,
glomerular,
filtration,
rates,
",",
allowing,
the,
estimation,
of,
intrarenal,
hemodynamics,
such,
as,
preglomerular,
arteriolar,
resistance,
",",
postglomerular,
arteriolar,
resistance,
and,
glomerular,
hydrostatic,
pressure,
in,
each,
kidney,
.,
Renal,
plasma,
flow,
and,
glomerular,
filtration,
rates,
were,
lower,
in,
the,
stenotic,
kidney,
(,
83,
+,
/,
-,
12,
",",
19,
+,
/,
-,
2,
ml,
/,
min,
/,
m2,
),
than,
in,
the,
contralateral,
kidney,
(,
170,
+,
/,
-,
19,
",",
43,
+,
/,
-,
4,
),
.,
Preglomerular,
arteriolar,
resistance,
was,
elevated,
due,
to,
the,
stenotic,
lesion,
in,
the,
stenotic,
kidney,
(,
30,
",",
900,
+,
/,
-,
4,
",",
500,
dyns,
.,
sec,
.,
cm,
-,
5,
),
while,
the,
elevation,
in,
the,
contralateral,
kidney,
(,
11,
",",
300,
+,
/,
-,
1,
",",
000,
),
was,
less,
.,
Postglomerular,
arteriolar,
resistance,
was,
high,
in,
both,
kidneys,
.,
Glomerular,
pressure,
was,
lowered,
in,
the,
stenotic,
kidney,
(,
54,
+,
/,
-,
1,
mmHg,
),
",",
while,
elevated,
in,
the,
contralateral,
kidney,
(,
71,
+,
/,
-,
3,
),
.,
Although,
the,
stenotic,
kidney,
of,
RVH,-0.13343583614382606
was,
protected,
from,
systemic,
hypertension,0.8289431674285073
(,
138,
+,
/,
-,
6,
mmHg,
),
by,
stenosis,0.7811259378592006
of,0.7897560770843771
the,0.7838261393905996
renal,0.8062767031737184
artery,0.7898175763424296
",",
the,
increase,
in,
preglomerular,
arteriolar,
resistance,
in,
the,
contralateral,
kidney,
was,
not,
sufficient,
",",
making,
glomerular,
pressure,
elevated,
.,
Thus,
",",
glomerular,1.1112578344132629
hypertension,0.8924420303223363
and,
hyperfiltration,
were,
demonstrated,
in,
the,
contralateral,
kidney,
of,
RVH,-0.12680674634308756
.,
Paget,-1.2335367703012332
',-1.094115465859741
s,-1.093762572374738
disease,-1.2345337796257605
complicated,
by,
hydrocephalus,0.594900572334378
and,
syringomyelia,0.32666167151739295
.,
The,
authors,
report,
a,
case,
of,
Paget,-1.1609653431783964
',-1.1711287164943118
s,-1.1394440593540145
disease,-1.1390383709156267
involving,
the,
skull,
with,
the,
rare,
but,
severe,
complications,
of,
hydrocephalus,0.6109066622090036
and,
syringomyelia,0.3154654260231935
related,
to,
basilar,
impression,
.,
Complications,
of,
Paget,-1.197821466633656
',-1.132378456117108
s,-1.2074873302744273
disease,-1.1493177631830664
of,
the,
skull,
are,
briefly,
discussed,
and,
current,
treatment,
strategies,
outlined,
.,
Hemiplegia,-1.1357242754932744
vegetativa,-1.1650389363910998
alterna,-1.0255656106170996
(,
ipsilateral,-1.1151200413247535
Horner,-1.0332836058028003
',-1.1703511248077128
s,-1.0729787745515487
syndrome,-1.244796216850155
and,
contralateral,0.4923232616480587
hemihyperhidrosis,0.4914180001149015
),
following,
proximal,
posterior,
cerebral,0.6351935113124051
artery,0.7353876090945388
occlusion,0.7484902453945663
.,
BACKGROUND,
:,
Posterior,-1.0344851893148668
cerebral,-0.9907229718741832
artery,-1.0912528699169575
(,-1.062563971111583
PCA,-1.0706574037839787
),-1.0726524092772258
occlusive,-1.1582129699902175
disease,-1.1611465841885864
usually,
produces,
homonymous,1.55704321635013
visual,1.6611487058460923
field,1.5810735597537529
defects,1.6182650775136993
",",
hemisensory,1.308249865368549
loss,1.2366790085771528
",",
and,
neuropsychological,1.276936817740501
deficits,1.2941953248341438
.,
Conversely,
",",
the,
combination,
of,
hemiparesis,0.8977298238395136
",",
Horner,-0.9457531217167303
',-0.944314282936649
s,-1.1374615184983716
syndrome,-1.1571939346877127
",",
and,
contralateral,0.5854347966528686
hemihyperhidrosis,0.5901512245396061
has,
never,
been,
reported,
before,
.,
CASE,
DESCRIPTION,
:,
A,
patient,
with,
infarction,0.8726744721772209
in,
the,
superficial,
and,
deep,
territories,
of,
the,
right,
PCA,
presented,
with,
a,
unique,
clinical,
picture,
",",
which,
included,
contralateral,0.5932537225969026
hemiparesis,0.5739894262682896
",",
hemihyperhidrosis,0.5635775553605387
",",
and,
ipsilateral,-1.2064332842005696
Horner,-1.0655962633862786
',-1.0282098100423764
s,-1.0041503045051559
syndrome,-1.2489333702146186
.,
Magnetic,
resonance,
imaging,
disclosed,
infarcts,1.0872878699786472
in,
the,
right,
anterolateral,
midbrain,
",",
ventroposterolateral,
thalamic,
-,
subthalamic,
area,
",",
and,
temporo,
-,
occipital,
lobes,
.,
CONCLUSIONS,
:,
The,
alternating,
vegetative,-0.9945520482384942
syndrome,-1.0579011480767473
(,
hemiplegia,-1.0892199147161377
vegetativa,-1.233881149064936
alterna,-1.064844429269866
),
observed,
in,
this,
patient,
supports,
the,
hypothesis,
of,
the,
existence,
of,
an,
uncrossed,
excitatory,
and,
a,
crossed,
inhibitory,
hypothalamospinal,
sympathetic,
pathway,
.,
Erythema,0.6681877040036273
multiforme,0.673493141560359
minor,0.6878483693389729
following,
vaccination,
with,
paediatric,
vaccines,
.,
We,
present,
2,
cases,
of,
erythema,0.6943372783074028
multiforme,0.651266299734117
following,
a,
combined,
tetanus,-0.17706316676523326
and,
diphtheria,-0.1952824460152544
revaccination,
and,
a,
combined,
diphtheria,-0.2170095608699073
",",
tetanus,-0.22315976239302257
",",
acellular,
pertussis,-0.022264082319866502
inactivated,
polio,-0.2507227307882742
and,
Haemophillus,-0.015970798928093666
influenzae,-0.16618641042647722
type,
B,
vaccine,
respectively,
",",
suggesting,
vaccines,
containing,
diphtheria,-0.2793163214969663
and,
tetanus,-0.20267352299664695
toxoids,
as,
a,
potential,
precipitating,
factor,
to,
erythema,0.6780578589499351
multiforme,0.6748763333584274
.,
Subperiosteal,-0.4606642045222208
osteoid,-0.5696629652629497
osteoma,-0.4636974786028949
of,
the,
distal,
phalanx,
of,
the,
thumb,
.,
Osteoid,-0.518252013288818
osteomas,-0.5040553439477624
have,
been,
subgrouped,
into,
subperiosteal,
",",
cancellous,
",",
and,
cortical,
.,
The,
occurrence,
of,
subperiosteal,-0.4884759486647625
osteoid,-0.4761711516386268
osteoma,-0.44797222375886864
of,
the,
hand,
is,
rare,
.,
The,
location,
in,
the,
distal,
phalanx,
of,
the,
thumb,
has,
not,
been,
described,
.,
The,
case,
reported,
illustrates,
the,
unusual,
presentation,
and,
radiographic,
features,
of,
subperiosteal,-0.41004230231699396
osteoid,-0.4636939678139327
osteoma,-0.5272690554070958
.,
Relief,
of,
factitious,0.8265407981485303
coarctation,0.8431028374880004
following,
occlusion,
of,
large,
patent,-0.10147540658542721
ductus,-0.10200189014164292
arteriosus,-0.09467933006982528
with,
Gianturco,
-,
Grifka,
vascular,
occluder,
.,
We,
report,
an,
infant,
with,
a,
large,
patent,0.1580963041627891
ductus,0.1361216333801232
arteriosus,0.16312615695727004
(,
PDA,-0.08500196588557456
),
and,
a,
hypoplastic,0.8394986653045364
aortic,0.8196631419656406
isthmus,0.7479283180415752
presenting,
with,
factitious,0.8262633899455518
coarctation,0.8428807854079109
due,
to,
high,
ductal,
flow,
.,
Following,
transcatheter,
occlusion,
of,
the,
PDA,-0.10499520987496884
with,
a,
Gianturco,
-,
Grifka,
vascular,
occluder,
",",
the,
aortic,
gradient,
resolved,
",",
thereby,
eliminating,
the,
need,
for,
surgery,
on,
the,
isthmus,
.,
Coexisting,
central,
diabetes,-1.1258348847784938
insipidus,-1.0778615444376116
and,
psychogenic,-0.344072623430561
polydipsia,-0.17432204178707958
.,
A,
chronic,
schizophrenic,
patient,
is,
described,
in,
whom,
central,
diabetes,-1.1114780434181672
insipidus,-1.1921564750458578
and,
psychogenic,-0.3255038660877771
polydipsia,-0.13670732469786362
coexisted,
.,
A,
possible,
relationship,
between,
psychogenic,-0.2910661178443178
polydipsia,-0.1046122002730274
and,
failure,1.8092579256886645
of,1.772049263895159
vasopressin,1.8620597109497872
release,1.8807997582301312
is,
hypothesized,
.,
Lung,-0.7087961020394804
neoplasm,0.1430774716468128
mimicking,
an,
acute,-0.7909202608787091
lateral,-0.8133912886214999
myocardial,-0.014033119319018884
infarction,-0.0028989775318989403
.,
Involvement,
of,
the,
heart,
and,
pericardium,
by,
cancer,-1.111320697994811
is,
not,
uncommon,
",",
with,
metastases,1.0739012936825525
being,
more,
frequent,
than,
primary,
cardiac,-0.9174701324533495
neoplasms,-0.018111535882523032
.,
We,
present,
a,
case,
of,
a,
metastatic,-0.19719338444734813
lung,-1.0880005706636566
cancer,-1.1857103716517718
for,
which,
the,
primary,
manifestation,
was,
chest,1.043548536731689
pain,1.0328724978627928
mimicking,
an,
acute,-0.1555558130126682
myocardial,0.142851230359284
infarction,0.14121739788191598
.,
Analysis,
of,
rotaviral,-1.0285040765867288
gastroenteritis,-0.47716110831894304
in,
Tbilisi,
.,
Electrophoretypes,
of,
107,
rotaviral,
isolates,
collected,
in,
Tbilisi,
for,
18,
months,
revealed,
seven,
patterns,
from,
which,
4,
were,
"""",
long,
"""",
and,
3,
"""",
short,
"""",
.,
The,
"""",
long,
"""",
electrophoretypes,
represented,
74,
.,
8,
%,
of,
total,
number,
of,
the,
isolates,
analysed,
.,
One,
of,
the,
"""",
long,
"""",
electrophoretypes,
dominated,
for,
the,
whole,
investigation,
period,
.,
Differences,
in,
the,
seasonal,
distribution,
of,
the,
isolates,
with,
various,
electrophoretypes,
were,
demonstrated,
and,
appearance,
of,
rotaviral,
isolates,
was,
registered,
with,
a,
"""",
short,
"""",
electrophoretype,
which,
had,
never,
been,
detected,
before,
.,
Radioimmunoassay,
of,
human,
Hageman,
factor,
(,
factor,
XII,
),
.,
A,
secific,
",",
sensitive,
",",
and,
reproducible,
radioimmunoassay,
for,
human,
Hageman,
factor,
(,
HF,
",",
factory,
XII,
),
has,
been,
developed,
with,
purified,
human,
HF,
and,
monospecific,
rabbit,
antibody,
.,
Precise,
measurements,
of,
HF,
antigen,
were,
possible,
for,
concentrations,
as,
low,
as,
0,
.,
1,
%,
of,
that,
in,
normal,
pooled,
plasma,
.,
A,
good,
correlation,
(,
correlation,
co,
-,
efficient,
=,
0,
.,
82,
),
existed,
between,
the,
titers,
of,
HF,
measured,
by,
clot,
-,
promoting,
assays,
and,
radioimmunoassays,
among,
42,
normal,
adults,
.,
Confirming,
earlier,
studies,
",",
HF,
antigen,
was,
absent,
in,
Hageman,
trait,
plasma,
",",
but,
other,
congenital,
deficient,
plasmas,
",",
including,
those,
of,
individuals,
with,
Fletcher,0.08650799541590777
trait,0.11605704212098632
and,
Fitzgerald,0.11320392439611801
trait,0.11462079879050469
",",
contained,
normal,
amounts,
of,
HF,
antigen,
.,
HF,
antigen,
was,
reduced,
in,
the,
plasmas,
of,
patients,
with,
disseminated,-0.16514010134731297
intravascular,-0.12108013663062937
coagulation,-0.1574912637789458
or,
advanced,
liver,
cirrhosis,0.09567194227382272
",",
but,
it,
was,
normal,
in,
those,
of,
patients,
with,
chronic,-0.47609731189999016
renal,-0.5554372390276416
failure,-0.4786491306973718
or,
patients,
under,
treatment,
with,
warfarin,
.,
HF,
antigen,
was,
detected,
by,
this,
assay,
in,
plasmas,
of,
primates,
",",
but,
not,
detectable,
in,
plasmas,
of,
11,
nonprimate,
mammalian,
and,
one,
avian,
species,
.,
Progressive,0.1696101533617852
facial,0.2037717187110591
hemiatrophy,0.192189159438057
after,
epileptic,-0.3958350270710666
seizures,0.16901937119494173
.,
Intractable,
complex,
partial,-0.8863366335795919
seizures,0.007733402749886318
developed,
in,
a,
3,
-,
year,
-,
old,
female,
with,
normal,
intracranial,
findings,
on,
computed,
tomography,
.,
Frontal,1.4567216857151482
paramedian,1.3823811119230074
band,1.4808314669804141
-,1.5162014214858606
like,1.5827486374919237
depression,1.5254393465859921
of,
the,
skin,
gradually,
developed,
thereafter,
",",
and,
progressive,-0.7849576276734933
facial,-1.1119617584386117
hemiatrophy,-1.0833139886672545
(,
Parry,-1.0285795189018143
-,-1.1011512969973039
Romberg,-1.1273248750072344
syndrome,-1.037427366075108
),
was,
diagnosed,
.,
Computed,
tomography,
scanning,
at,
5,
years,
of,
age,
revealed,
multiple,
parenchymal,1.9526075923747848
calcifications,1.9278463895486593
and,
low,
-,
density,
areas,
in,
the,
white,
matter,
of,
the,
frontoparietal,
lobes,
.,
Epileptic,-0.1486859473071638
seizures,0.2820481742704844
",",
one,
of,
the,
major,
neurologic,
complications,
of,
progressive,-0.8011486031799678
facial,-1.1635766233480853
hemiatrophy,-1.1556141289904076
",",
could,
precede,
the,
succeeding,
neurocutaneous,
changes,
.,
Blood,
lead,
levels,
in,
a,
remote,
",",
unpolluted,
rural,
area,
in,
South,
Africa,
.,
The,
whole,
-,
blood,
lead,
levels,
of,
14,
-,
16,
-,
year,
-,
olds,
in,
a,
remote,
",",
unpolluted,
rural,
area,
(,
Wupperthal,
",",
north,
-,
western,
Cape,
Province,
),
were,
determined,
.,
Graphite,
-,
furnace,
atomic,
absorption,
spectrometry,
was,
used,
to,
analyse,
lead,
levels,
.,
The,
mean,
whole,
-,
blood,
lead,
level,
was,
found,
to,
be,
3,
",",
4,
micrograms,
/,
dl,
.,
This,
value,
should,
also,
be,
considered,
to,
be,
representative,
of,
the,
natural,
',
background,
',
whole,
-,
blood,
lead,
level,
of,
South,
Africans,
.,
The,
A,
-,
O,
femoral,
distractor,
for,
ankle,
arthroscopy,
.,
Arthroscopy,
of,
the,
ankle,
is,
a,
well,
established,
technique,
for,
the,
evaluation,
of,
ankle,0.37678345334858604
pain,0.4911231710416821
or,0.3846424351873834
dysfunction,0.49043325664584136
.,
Using,
the,
A,
-,
O,
femoral,
distractor,
with,
pins,
in,
the,
distal,
tibia,
and,
calcaneum,
",",
respectively,
",",
we,
were,
able,
to,
provide,
distraction,
for,
easy,
visualization,
and,
operative,
manipulation,
within,
the,
ankle,
joint,
comparable,
with,
that,
obtained,
with,
commercially,
available,
ankle,
distractors,
.,
Broad,
band,
spectral,
EEG,
parameters,
correlated,
with,
different,
IQ,
measurements,
.,
The,
relationship,
of,
IQ,
(,
measured,
by,
WAIS,
and,
all,
its,
subscales,
),
and,
EEG,
broad,
band,
spectral,
parameters,
were,
studied,
in,
40,
right,
-,
handed,
",",
male,
volunteers,
ranging,
in,
age,
from,
20,
to,
25,
years,
old,
.,
EEGs,
were,
recorded,
in,
20,
derivations,
during,
rest,
with,
eyes,
opened,
.,
The,
results,
obtained,
reveal,
positive,
and,
negative,
correlations,
with,
abundant,
frontal,
participation,
in,
all,
bands,
.,
Mean,
frequency,
data,
show,
a,
frequency,
shift,
in,
a,
very,
narrow,
range,
suggesting,
that,
more,
relations,
in,
narrow,
band,
could,
be,
achieved,
.,
These,
results,
highlight,
the,
need,
of,
psychological,
tests,
that,
measure,
more,
homogeneous,
abilities,
and,
finer,
measurement,
technique,
to,
reveal,
clearly,
explainable,
correlations,
and,
demonstrate,
that,
EEG,
recordings,
do,
reflect,
intellectual,
abilities,
.,
A,
case,
of,
area,
-,
specific,
stimulus,
-,
sensitive,
postanoxic,0.2643038936350129
myoclonus,0.2664818645747602
.,
The,
authors,
report,
a,
case,
of,
area,
-,
specific,
stimulus,0.38243443359995244
-,0.37956398202787095
sensitive,0.3927145242853254
postanoxic,0.2602018578219441
myoclonus,0.26539859310960084
and,
discuss,
possible,
pathophysiology,
.,
A,
71,
-,
year,
-,
old,
man,
sustained,
cardiorespiratory,0.14811185522354153
arrest,0.16008616037983633
that,
lasted,
10,
minutes,
and,
remained,
unresponsive,
.,
On,
the,
first,
EEG,
obtained,
8,
hours,
after,
the,
arrest,
there,
was,
no,
cerebral,
electrical,
activity,
before,
stimulation,
of,
the,
trigeminal,
-,
innervated,
areas,
.,
Periorbital,
stimulation,
was,
associated,
with,
bursts,
of,
spike,
-,
wave,
activity,
and,
generalized,
myoclonic,1.2167022980013424
jerks,1.1806778364561794
",",
whereas,
other,
types,
of,
stimulation,
did,
not,
elicit,
any,
response,
.,
A,
second,
EEG,
obtained,
32,
hours,
later,
showed,
a,
nonreactive,
alpha,
coma,
pattern,
.,
The,
patient,
died,
7,
days,
after,
the,
arrest,
.,
Area,
-,
specific,
stimulus,
-,
sensitive,
postanoxic,0.26942928792082677
myoclonus,0.26589596887080613
is,
very,
rare,
.,
The,
regularity,
of,
generalized,
bursts,
of,
spike,
-,
wave,
activity,
(,
cortical,
response,
),
in,
response,
to,
stimulation,
of,
trigeminal,
-,
innervated,
areas,
suggests,
that,
the,
resting,
EEG,
electrocerebral,
silence,
may,
have,
been,
a,
result,
of,
cortical,
suppression,
with,
disinhibition,
of,
stimulus,
-,
sensitive,
brainstem,0.14488734596105635
-,0.14774947435499686
generated,0.1486488971128573
myoclonus,0.26387283021597047
.,
On,
the,
clinical,
entity,
in,
audiology,
:,
(,
central,
),
auditory,
processing,
and,
speech,
recognition,
in,
noise,
disorders,
.,
BACKGROUND,
:,
The,
area,
of,
(,-0.44702826823714226
central,-0.4243524535544338
),-0.4399891684624469
auditory,-0.4678898157011054
processing,-0.443355657787272
disorder,-0.45712039339567534
[,
(,-0.434695006233418
C,-0.496415229983499
),-0.4964762749679907
APD,-0.4715633537073347
],
is,
highly,
controversial,
.,
This,
controversy,
is,
fueled,
in,
part,
by,
multiple,
ambiguous,
descriptions,
of,
this,
condition,
.,
The,
American,
Speech,
-,
Language,
and,
Hearing,
Association,
and,
the,
American,
Academy,
of,
Audiology,
state,
that,
(,-0.5101563956335889
C,-0.44785725525898684
),-0.42271431416666744
APD,-0.48681818004510635
is,
a,
clinical,
entity,
",",
but,
other,
sources,
say,
that,
this,
is,
questionable,
.,
The,
clinical,
entity,
is,
a,
concept,
used,
to,
define,
the,
nature,
of,
a,
disorder,
in,
order,
to,
facilitate,
diagnosis,
and,
intervention,
.,
Nosography,
is,
the,
study,
of,
the,
systematic,
description,
of,
diseases,
and,
disorders,
.,
The,
work,
in,
the,
field,
of,
nosography,
by,
physicians,
Thomas,
Sydenham,
and,
Otto,
Guttentag,
is,
reviewed,
.,
PURPOSE,
:,
The,
Sydenham,
-,
Guttentag,
criteria,
for,
the,
clinical,
entity,
are,
presented,
as,
a,
framework,
for,
the,
conceptualization,
of,
disorders,
in,
the,
field,
of,
audiology,
.,
This,
paper,
discusses,
central,
auditory,
processing,
and,
speech,
recognition,
-,
in,
-,
noise,
disorders,
in,
reference,
to,
these,
criteria,
.,
Haemostatic,1.042665636635153
abnormalities,1.0349138532826645
in,
hepatosplenic,-1.159423281499258
schistosomiasis,-1.1199886703210817
mansoni,-1.149422501564647
.,
Hepatosplenic,-1.035626238850813
schistosomiasis,-1.1055054891618703
is,
a,
complex,
immuno,
-,
regulatory,
disease,
and,
is,
major,
health,
problem,
in,
endemic,
countries,
.,
Acute,1.6465759276990193
bleeding,1.6828414208381042
is,
one,
of,
its,
most,
serious,
complications,
and,
often,
life,
-,
threatening,
.,
Clinical,
studies,
have,
demonstrated,
that,
the,
patients,
with,
hepatosplenic,-1.2052915349857645
schistosomiasis,-1.0723683462129976
are,
prone,
to,
develop,
complex,
haemostatic,1.0174156147194129
abnormalities,1.0045559190586806
that,
may,
be,
linked,
to,
the,
potential,
risk,
of,
bleeding,1.3024610299002948
from,
ruptured,1.44155078321711
esophageal,0.5302066046355195
varices,0.5243044136930655
in,
these,
patients,
.,
The,
deficit,
in,
haemostatic,
parameters,
is,
more,
pronounced,
with,
the,
advancement,
of,
the,
disease,
and,
is,
maximal,
in,
the,
patients,
with,
experience,
of,
haematomesis,0.6303099897418618
.,
Evidences,
of,
enhanced,
generation,
of,
thrombin,
and,
plasmin,
indicate,
the,
presence,
of,
low,
-,
grade,
DIC,-0.8436595269970507
in,
advanced,
hepatosplenic,-1.1465260247845972
schistosomiasis,-1.04508510291949
",",
which,
is,
considered,
as,
a,
principal,
cause,
of,
haemostatic,0.8777911643960304
abnormalities,0.8876843743176579
in,
this,
endemic,
disease,
.,
Demonstration,
of,
procoagulant,
expression,
in,
peripheral,
blood,
monocytes,
of,
the,
patients,
and,
in,
the,
livers,
",",
spleens,
and,
intestines,
of,
S,
.,
mansoni,
-,
infected,
mice,
suggest,
their,
possible,
implication,
in,
the,
causation,
of,
DIC,-0.8160496420463141
in,
S,
.,
mansoni,
infections,
.,
Moreover,
",",
because,
in,
vitro,
analysis,
indicates,
a,
participation,
of,
immune,
mechanisms,
in,
the,
localized,
procoagulant,
expression,
",",
it,
seems,
likely,
that,
the,
immune,
responses,
to,
schistosomes,
play,
a,
major,
role,
in,
the,
pathogenic,
mechanisms,
of,
haemostatic,0.8564916972719697
abnormalities,0.9167541595169769
in,
hepatosplenic,-1.1260016773168977
schistosomiasis,-1.2215729706101957
.,
Squamous,-1.1340750318216397
-,-1.0091673164425268
cell,-1.000090839797611
carcinoma,-1.0606274703252445
of,
the,
pleura,
.,
There,
are,
few,
reports,
of,
primary,
malignant,0.44615647928758395
tumours,0.8009640450294292
of,0.6382535553210005
the,0.6249380740226456
pleura,0.6190308146623205
other,
than,
mesothelioma,-1.2804320001547715
.,
Reports,
of,
squamous,-1.0686959539667114
-,-1.1486688798850269
cell,-1.076893254245781
carcinoma,-1.1247154043360472
of,
the,
pleura,
are,
especially,
rare,
.,
Epidermoid,-1.2534816187326818
carcinoma,-1.0651079561108585
of,
the,
pleura,
may,
occur,
in,
connection,
with,
persistent,
empyema,1.026951241758475
drained,
by,
a,
pleurocutaneous,0.912210469564541
fistula,0.9286258449246128
or,
long,
-,
standing,
extrapleural,0.7154617042447212
pneumothorax,0.6673684330137939
without,
fistula,1.0560240152093585
.,
Far,
-,
field,
somatosensory,
evoked,
potentials,
after,
stimulation,
of,
the,
tibial,
nerve,
.,
In,
21,
normal,
subjects,
",",
far,
-,
field,
somatosensory,
potentials,
were,
recorded,
from,
the,
scalp,
after,
stimulation,
of,
the,
tibial,
nerve,
at,
the,
ankle,
(,
tibial,
SEP,
),
.,
With,
the,
use,
of,
a,
knee,
reference,
contralateral,
to,
the,
side,
of,
stimulation,
",",
the,
tibial,
SEP,
consisted,
of,
three,
major,
positive,
peaks,
",",
P17,
",",
P24,
",",
and,
P31,
",",
and,
three,
additional,
but,
inconsistent,
components,
",",
P11,
",",
P21,
",",
and,
P27,
.,
Presumable,
generator,
sources,
of,
the,
tibial,
SEP,
are,
the,
popliteal,
fossa,
for,
P11,
",",
entry,
to,
the,
sacral,
plexus,
for,
P17,
",",
the,
cauda,
equina,
for,
P21,
",",
entry,
to,
the,
conus,
medullaris,
for,
P24,
",",
the,
rostral,
spinal,
cord,
for,
P27,
",",
and,
the,
brainstem,
for,
P31,
.,
Lymphogranuloma,-1.228796065886237
venereum,-1.1947013608780885
of,
the,
tonsil,
.,
A,
case,
of,
lymphogranuloma,-1.1020921217239872
venereum,-1.034023747892809
of,
the,
tonsillar,
lymph,
tissue,
is,
presented,
.,
The,
similarities,
of,
tonsils,
to,
cervical,
lymph,
nodes,
are,
discussed,
and,
the,
importance,
of,
histological,
examination,
of,
abnormal,1.5308099023462383
tonsil,1.539208515041208
tissue,1.539136328012289
is,
reiterated,
.,
Elevated,
68Ga,
Prostate,
-,
Specific,
Membrane,
Antigen,
Activity,
in,
Metastatic,0.10855690046262269
Non,-1.0501203105294756
-,-1.2311646179204658
Small,-1.1249711455451221
Cell,-1.2094917985109988
Lung,-1.1537180397492117
Cancer,-1.0387290973821754
.,
A,
71,
-,
year,
-,
old,
man,
with,
a,
background,
of,
treated,
stage,0.3340422849279204
IIIB,0.33234804525953027
non,-0.9954966298224533
-,-1.2644125301061693
small,-1.0749145643422808
cell,-1.0421056698718514
lung,-1.0427411579574917
cancer,-1.1075332351581564
was,
referred,
for,
Ga,
prostate,
-,
specific,
membrane,
antigen,
(,
PSMA,
),
PET,
/,
CT,
for,
staging,
of,
prostate,-1.0229238591514456
cancer,-1.1718870740387082
.,
In,
addition,
to,
the,
PSMA,
uptake,
in,
the,
known,
prostate,-0.3482245677133515
malignancy,-0.3540401081082743
",",
the,
study,
also,
demonstrated,
increased,
PSMA,
uptake,
in,
an,
enlarging,1.7650708082825222
left,1.0053730892419843
lower,1.0112006232977133
lobe,0.982256029811024
lung,1.428192402478702
mass,1.367453290698937
with,
diffusely,
increased,
PSMA,
uptake,
in,
an,
enlarged,1.949339759905957
thyroid,1.9052820728586461
gland,1.8229802705412623
and,
bilateral,1.891284490050945
enlarged,1.7994694258263555
supraclavicular,1.97976826990655
lymph,1.9480362688059965
nodes,2.03616991195268
.,
Fine,
-,
needle,
aspiration,
biopsy,
of,
the,
thyroid,
gland,
and,
a,
left,
supraclavicular,
lymph,
node,
demonstrated,
metastatic,-0.0648408187758215
adenocarcinoma,-0.3951089352404915
from,
a,
primary,
lung,-1.0238734862438905
cancer,-1.201403216504135
.,
alpha,
-,
Interferon,
in,
hematological,-0.3756473847344467
malignancies,-0.32211607696689665
.,
Recent,
studies,
have,
generated,
data,
demonstrating,
significant,
clinical,
activity,
of,
alpha,
-,
interferon,
therapy,
in,
each,
of,
six,
hematological,-0.3478291258134906
malignancies,-0.3565311819721901
",",
chronic,-1.1996685238102538
myeloid,-1.0272889056342076
leukaemia,-1.0213611313413828
",",
essential,-1.1383960899783898
thrombocythemia,-0.4044784321251507
",",
polycythemia,-1.1739546982295705
rubra,-1.2126997339477104
vera,-1.0922887262026801
",",
non,-1.2106327156515657
-,-1.0705301258703146
Hodgkin,-1.0766427789583237
',-1.2272230738041663
s,-0.9955231359899482
lymphomas,-1.0368032242644076
",",
multiple,-1.2107667738765813
myelomatosis,-1.1130195628989916
and,
