Word	Difficulty
lower	1.75814333333
isotype	2.308725
transcatheter	3.19463
analysis	3.19463
entry	3.19463
ultrasound	3.19463
prevention	3.19463
breastfeeding	3.19463
intrarenal	3.19463
abilities	3.19463
hypothesized	3.19463
reviewed	3.19463
atomic	3.19463
questions	2.7516775
hemolytic	0.69235
alternative	3.19463
constrictor	3.19463
injuries	1.28208166667
globin	3.19463
superficial	3.19463
illusions	0.86932
conclusions	3.19463
lysenin	3.19463
exclusively	3.19463
signals	3.19463
location	1.42282
relevance	3.19463
associations	3.19463
australia	3.19463
emergency	3.19463
evaluate	3.19463
interestingly	3.19463
consensus	3.19463
individuals	3.19463
yields	3.19463
eeg	2.55033545455
disorder	2.203475
essential	3.19463
valleys	3.19463
methods	3.19463
some	3.19463
electroencephalogram	3.19463
towards	3.19463
echocardiographical	3.19463
pronounced	3.19463
gradually	3.19463
scale	3.19463
glycosylation	3.19463
pet	3.19463
decision	3.19463
measurements	3.19463
venereum	3.19463
per	3.19463
retro	3.19463
scalp	3.19463
be	3.19463
patient	3.19463
enterocolitica	3.19463
300	3.19463
processing	2.798168
step	3.19463
bp	3.19463
cefaclor	3.19463
relating	3.19463
by	3.11045310345
vaccine	1.42282
graft	3.19463
glaucoma	2.203475
""""	3.19463
graduation	3.19463
leukaemia	3.19463
unintentional	3.19463
range	3.19463
chorioangioma	1.07172
excised	3.19463
therapeutic	3.19463
silence	1.42282
anterior	3.19463
repair	3.19463
significant	3.19463
abusive	2.48699333333
within	3.19463
parton	3.19463
contributor	3.19463
thrombophilias	1.42282
subcellular	3.19463
eegs	3.19463
long	3.19463
tcac	3.19463
infected	3.19463
myoclonus	0.69235
:	3.19463
registered	3.19463
polio	1.42282
reiterated	3.19463
quiescent	3.19463
injection	3.19463
intestines	3.19463
rejection	3.19463
skull	3.19463
rnas	3.19463
up	3.19463
rnai	3.19463
horner	3.19463
highlight	3.19463
similar	3.19463
storing	3.19463
associated	3.19463
adults	3.19463
lys	3.19463
m	3.19463
tomography	3.19463
as	3.19463
hemodynamic	3.19463
%	3.19463
amounts	1.42282
entity	3.19463
application	3.19463
branhamella	3.19463
department	3.19463
users	3.19463
developmental	1.54682666667
endocrine	1.31757
calcifications	3.19463
prepared	3.19463
glomerular	1.59412833333
generated	2.6990525
allowing	3.19463
suppression	3.19463
fossa	2.308725
structure	3.19463
lymphoma	2.53386
correlated	3.19463
e	3.19463
valved	3.19463
age	3.19463
required	3.19463
syringomyelia	1.42282
presenting	3.19463
at	3.19463
requires	3.19463
having	3.19463
partial	3.19463
rabbit	3.19463
illustrates	3.19463
results	3.19463
gg	3.19463
gc	3.19463
ga	1.42282
tumours	0.71656
rigidity	1.07172
hepatosplenic	3.19463
monomer	3.19463
haemophillus	1.42282
stably	3.19463
young	3.19463
radiological	3.19463
stable	3.19463
include	3.19463
random	3.19463
assay	3.19463
iliac	1.21232
periorbital	3.19463
wave	1.42282
inhibiting	3.19463
electron	3.19463
matsuda	3.19463
promise	3.19463
artery	1.5006375
continued	3.19463
targeting	3.19463
shock	1.42282
fewer	1.42282
noted	3.19463
hullin	3.19463
smaller	3.19463
bleeding	2.308725
antigen	1.84998
sensation	0.755335
fold	3.19463
acid	1.42282
depression	1.07172
plays	3.19463
apparatus	3.19463
methylpyrazine	3.19463
hereditary	3.19463
cell	3.00583857143
evoked	2.01342333333
indian	3.19463
volatile	3.19463
sixth	3.19463
;	3.19463
exercise	3.19463
rhamnosus	3.19463
body	0.86932
proliferation	3.19463
led	3.19463
degree	3.19463
respectively	3.19463
sutures	3.19463
catheterization	3.19463
preeclampsia	0.77437
38	3.19463
respiration	1.42282
cts	3.19463
32	3.19463
30	3.19463
suggests	3.19463
preferentially	3.19463
resulting	3.19463
gene	3.19463
untranslated	3.19463
outcomes	3.19463
anomalies	0.869246666667
clockwise	1.42282
apd	1.21232
standing	2.41952666667
use	3.19463
from	3.19463
remains	3.19463
few	3.19463
doubt	3.19463
examination	3.19463
secretions	3.19463
on	3.09619611111
trait	1.71921
congestive	1.42282
infection	1.42282
methylbutanal	3.19463
transient	2.53386
normalized	3.19463
tetralogy	3.19463
nonreactive	1.42282
baby	3.19463
resection	1.04052
practicing	3.19463
f	3.19463
this	3.1392609375
taguchi	3.19463
urethral	1.07172
crossed	3.19463
metastases	0.65698
control	3.19463
do	3.19463
hyperpigmented	0.67886
high	2.68839857143
pulling	3.19463
bones	3.19463
tumor	0.998215
syndrome	3.19463
scarring	1.42282
africans	3.19463
occipital	3.19463
delay	3.19463
venous	3.19463
palates	3.19463
lesion	0.702985
leukemia	3.19463
collection	1.42282
abuse	1.07172
fatigue	0.7535
demonstrating	3.19463
marrow	1.42282
yielded	3.19463
prostate	1.6170675
monoxide	3.19463
ambiguous	3.19463
volunteers	3.19463
six	3.19463
produces	3.19463
phalanges	0.64135
sydenham	3.19463
including	3.19463
138	3.19463
operative	3.19463
superior	3.19463
longitudinal	2.60402666667
labor	0.77437
thrombocythemia	1.07172
permanent	3.19463
covered	3.19463
histological	3.19463
<	3.19463
2012	3.19463
physicians	3.19463
greater	3.19463
frontal	1.24727
outlined	3.19463
practice	3.19463
fallot	3.19463
cystostomy	3.19463
p17	3.19463
front	3.19463
rotation	1.42282
mmhg	3.19463
furnace	3.19463
profound	3.19463
university	3.19463
countries	3.19463
identified	3.19463
sufficiently	3.19463
bicuspid	1.04052
experienced	3.19463
homogeneous	3.19463
micrograms	3.19463
radiographic	3.19463
related	2.308725
frequency	2.308725
nondeletional	3.19463
measure	3.19463
82	3.19463
83	3.19463
85	3.19463
category	3.19463
'	3.19463
cerebral	1.30456166667
valve	1.75855666667
electronics	3.19463
cause	3.19463
red	3.19463
pathophysiological	3.19463
immunohistochemistry	3.19463
activity	2.77773352941
approaches	3.19463
usual	3.19463
regulatory	3.19463
interaction	3.19463
g	3.19463
could	3.19463
times	3.19463
length	3.19463
electroencephalographic	3.19463
derivations	3.19463
facilitate	3.19463
south	3.19463
arterial	0.882035
widely	3.19463
itching	0.64135
saci	3.19463
threadwire	3.19463
improving	3.19463
placental	0.9973825
calcaneum	3.19463
reached	3.19463
quality	3.19463
endemic	3.19463
promoter	3.19463
management	3.19463
publication	3.19463
data	3.19463
sep	3.19463
system	3.19463
relations	3.19463
their	3.19463
basilar	1.04052
wrapped	1.42282
chemotherapy	3.19463
final	3.19463
circulate	3.19463
staphylococci	3.19463
academy	3.19463
completed	3.19463
environmental	3.19463
manifestation	3.19463
lobe	0.65698
congenital	3.19463
observed	3.19463
ureteral	3.19463
isolation	3.19463
aspiration	3.19463
hemiplegia	3.19463
patients	2.94854527778
amplitude	1.42282
pertussis	0.77437
descriptions	3.19463
postanoxic	0.69235
methicillin	3.19463
delineated	3.19463
have	3.19463
need	3.19463
demonstration	3.19463
clearly	3.19463
angle	3.19463
57	3.19463
min	2.308725
caval	2.308725
screen	3.19463
able	3.19463
septal	0.69235
alterna	3.19463
which	3.19463
intraclass	3.19463
=	3.19463
persistence	3.19463
accuracy	3.19463
firefly	3.19463
who	3.19463
connected	1.42282
cloned	3.19463
intrinsic	1.42282
dorsal	3.19463
volume	2.308725
reapproximation	3.19463
placement	3.19463
inappropriate	3.19463
hydrocephalus	1.42282
disease	3.19463
face	3.19463
isotypes	2.308725
mechanical	3.19463
2010	3.19463
impression	1.04052
selection	3.19463
deviation	3.19463
answered	1.42282
supported	3.19463
rotating	3.19463
fear	3.19463
principal	3.19463
antiserum	3.19463
based	3.19463
knowledge	3.19463
mucinosis	1.21232
(	3.03976606061
noteworthy	3.19463
subperiosteal	1.7078975
controls	3.19463
should	3.19463
terminal	3.19463
unheated	3.19463
inferior	2.01342333333
peptide	3.19463
hindiii	3.19463
epidermoid	3.19463
likert	3.19463
biosynthetic	3.19463
pathophysiology	3.19463
joint	3.19463
datasets	3.19463
words	1.42282
sinus	1.21232
procedures	3.19463
areas	2.38092
processes	3.19463
course	3.19463
h	3.19463
nosography	3.19463
thalamic	3.19463
qi	1.42282
levoatrial	1.02720666667
computed	3.19463
national	3.19463
correlations	3.19463
we	3.19463
freeze	3.19463
p24	3.19463
p27	3.19463
p21	3.19463
enhanced	1.42282
electrode	3.19463
creating	3.19463
pattern	1.8657725
distractor	3.19463
state	3.19463
difficulties	3.19463
identification	3.19463
correctly	1.42282
membrane	2.95362294118
antituberculous	3.19463
kidneys	2.308725
comparable	3.19463
importance	3.19463
streptococci	3.19463
renovascular	0.69235
neonatal	3.19463
efficiency	3.19463
preglomerular	1.42282
key	3.19463
problem	3.19463
deficits	1.42282
drug	3.19463
subthalamic	3.19463
strains	3.19463
transplantation	3.19463
estimation	3.19463
sequenced	3.19463
inflammatory	1.07172
co	3.19463
cm	3.19463
colonisation	0.7535
doxycycline	3.19463
vena	2.01342333333
pulmonary	1.20667
ct	3.19463
asphyxia	1.42282
addition	3.19463
validating	3.19463
genetic	1.04052
outflow	1.42282
treat	3.19463
enlarging	0.65698
anomaly	3.19463
define	3.19463
describe	3.19463
controlled	3.19463
dimethylpyrazine	3.19463
sufficient	3.19463
clusters	3.19463
granulomatous	1.42282
gross	0.9815
general	3.19463
present	3.19463
novel	3.19463
appearance	3.19463
sphingolipidosis	1.21232
value	3.19463
plicata	3.19463
will	3.19463
extracts	3.19463
periods	3.19463
mutant	3.19463
molecular	3.19463
thus	3.19463
surprisingly	3.19463
surface	3.19463
monospecific	3.19463
recipients	3.19463
)	3.03976606061
cross	3.19463
parts	3.19463
infarction	0.846275
difficult	3.19463
intravascular	0.9815
anterolateral	3.19463
frequently	3.19463
judgment	3.19463
diabetes	3.19463
polymorphism	3.19463
off	0.86932
p11	3.19463
i	3.19463
well	3.19463
patterns	3.19463
tenax	3.19463
diphtheria	1.42282
comparisons	3.19463
fetal	1.66540333333
orthopaedic	2.770048
increasingly	3.19463
not	3.05833692308
sarcoidosis	1.21232
purified	3.19463
ampicillin	3.19463
conjugates	3.19463
tight	3.19463
absorption	3.19463
ureteroureterostomy	3.19463
ectopic	3.19463
golgi	3.19463
arrest	2.36053666667
c18	3.19463
attractive	3.19463
stakeholders	3.19463
resolved	3.19463
tests	3.19463
cuneiform	3.19463
increased	1.42282
furfural	3.19463
five	3.19463
facial	2.33935333333
sequencing	3.19463
loss	1.42282
necessary	3.19463
like	2.48699333333
admitted	3.19463
become	3.19463
lymphogranuloma	3.19463
replacement	3.19463
polyhydramnios	0.77437
because	3.19463
sequence	3.19463
phenomena	2.203475
library	3.19463
growth	2.7516775
sphingolipid	3.19463
choosing	3.19463
recommendation	3.19463
supportive	3.19463
recognition	3.19463
lead	2.18216714286
broad	1.42282
bursts	1.42282
mutation	3.19463
octen	3.19463
demonstrated	3.19463
noise	3.19463
lipid	3.19463
analysed	3.19463
paediatric	3.19463
pressure	2.01342333333
although	3.19463
fluorescent	3.19463
p31	3.19463
stage	0.71656
gained	3.19463
about	3.19463
rare	3.19463
carried	3.19463
hydrops	0.763935
myeloid	3.19463
previously	3.19463
homogenates	3.19463
assess	3.19463
chronic	2.54668857143
lung	2.864245
female	2.485906
1986	3.19463
terminated	3.19463
additional	3.19463
adolescent	3.19463
1988	3.19463
1989	3.19463
polycythemia	2.031975
describes	3.19463
rcc	1.21232
function	2.131544
urothelial	1.21232
stomatitis	0.64135
north	3.19463
hr	3.19463
but	3.19463
intracranial	3.19463
immunologically	3.19463
repeated	3.19463
lowered	1.42282
clinically	3.19463
hf	2.53020125
made	3.19463
acetyl	3.19463
whether	3.19463
cells	3.05833692308
variations	3.19463
ligamentous	3.19463
graphite	3.19463
infants	3.19463
demonstrate	3.19463
distribution	3.19463
spectrometry	3.19463
minutes	3.19463
recognize	3.19463
tissues	1.07172
slowing	3.19463
persistent	3.19463
disinhibition	3.19463
lobes	1.974065
epithelial	3.19463
hematological	1.4591225
suprapubic	3.19463
compared	3.19463
variety	3.19463
42	3.19463
43	3.19463
40	3.19463
other	3.19463
hematuria	3.19463
conclusion	3.19463
traumatic	1.07172
hageman	3.19463
enlargement	0.86932
pathways	3.19463
vein	1.75950285714
opened	3.19463
designers	3.19463
pseudokidney	0.77437
dysphasia	1.42282
lasted	3.19463
diagnosis	3.19463
rural	3.19463
silica	3.19463
ischaemic	1.42282
liver	1.580662
